"","gene_id","age","probe_id"
"735","AT1G10670","UC","261833_at"
"736","AT1G10680","UC","261829_at"
"737","AT1G10690","MC","262788_at"
"738","AT1G10700","UC","262762_at"
"739","AT1G10710","MC","262792_at"
"740","AT1G10720","MC","262761_at"
"741","AT1G10740","UC","262786_at"
"742","AT1G10750","UC","262785_at"
"743","AT1G10760","UC","262784_at"
"744","AT1G10770","MC","262760_at"
"745","AT1G10780","MC","262758_at"
"746","AT1G10810","UC","262789_at"
"747","AT1G10830","UC","262791_at"
"748","AT1G10840","UC","262790_at"
"749","AT1G10850","MC","262783_at"
"750","AT1G10870","UC","260469_at"
"751","AT1G10900","MC","260466_at"
"752","AT1G10910","MC","260465_at"
"753","AT1G10920","MC","260464_at"
"754","AT1G10940","UC","260480_at"
"755","AT1G10950","UC","260482_at"
"756","AT1G10960","UC","260481_at"
"757","AT1G10970","UC","260462_at"
"758","AT1G10980","UC","260461_at"
"759","AT1G11000","UC","260483_at"
"760","AT1G11020","UC","260479_at"
"761","AT1G11040","MC","260478_at"
"762","AT1G11050","MC","260477_at"
"763","AT1G11060","MC","260476_at"
"764","AT1G11070","MC","260471_at"
"765","AT1G11080","UC","260475_at"
"766","AT1G11090","UC","260474_at"
"767","AT1G11100","MC","260468_at"
"768","AT1G11125","MC","260470_at"
"769","AT1G11130","MC","262479_at"
"770","AT1G11130","MC","262451_at"
"771","AT1G11160","MC","262449_at"
"772","AT1G11170","MC","262478_at"
"773","AT1G11190","UC","262454_at"
"774","AT1G11200","UC","262457_at"
"775","AT1G11210","MC","262452_at"
"776","AT1G11220","MC","262477_at"
"777","AT1G11240","MC","262453_at"
"778","AT1G11250","UC","262511_at"
"779","AT1G11260","UC","262456_at"
"780","AT1G11270","MC","262510_at"
"781","AT1G11280","MC","262458_at"
"782","AT1G11290","MC","262509_at"
"783","AT1G11300","MC","262508_at"
"784","AT1G11310","UC","262455_at"
"785","AT1G11320","MC","262450_at"
"786","AT1G11330","MC","262507_at"
"787","AT1G11340","MC","262480_at"
"788","AT1G11350","MC","261873_at"
"789","AT1G11360","MC","261828_at"
"790","AT1G11370","MC","261849_at"
"791","AT1G11380","MC","261822_at"
"792","AT1G11390","UC","261818_at"
"793","AT1G11400","UC","261823_at"
"794","AT1G11410","MC","261819_at"
"795","AT1G11420","MC","261820_at"
"796","AT1G11430","MC","261824_at"
"797","AT1G11440","MC","261871_at"
"798","AT1G11470","MC","261869_at"
"799","AT1G11480","MC","261827_at"
"800","AT1G11530","MC","261821_at"
"801","AT1G11540","UC","261846_at"
"802","AT1G11545","MC","261825_at"
"803","AT1G11560","UC","261847_at"
"804","AT1G11580","MC","261826_at"
"805","AT1G11590","MC","261848_at"
"806","AT1G11600","MC","262819_at"
"807","AT1G11630","MC","262822_at"
"808","AT1G11650","UC","262824_at"
"809","AT1G11660","UC","262814_at"
"810","AT1G11670","UC","262813_at"
"811","AT1G11680","UC","262820_at"
"812","AT1G11690","MC","262812_at"
"813","AT1G11700","MC","262811_at"
"814","AT1G11710","MC","262810_at"
"815","AT1G11720","UC","262809_at"
"816","AT1G11730","UC","262808_at"
"817","AT1G11740","UC","262807_at"
"818","AT1G11750","MC","262823_at"
"819","AT1G11755","MC","262818_at"
"820","AT1G11770","UC","262817_at"
"821","AT1G11780","UC","262816_at"
"822","AT1G11790","UC","262825_at"
"823","AT1G11800","UC","262821_at"
"824","AT1G11820","MC","264397_at"
"825","AT1G11840","UC","264372_at"
"826","AT1G11850","MC","264343_at"
"827","AT1G11860","UC","264394_at"
"828","AT1G11870","UC","264350_at"
"829","AT1G11880","UC","264393_at"
"830","AT1G11890","UC","264373_at"
"831","AT1G11900","MC","264392_at"
"832","AT1G11910","UC","264344_at"
"833","AT1G11915","MC","264345_at"
"834","AT1G11920","MC","264391_at"
"835","AT1G11930","UC","264349_at"
"836","AT1G11940","MC","257422_at"
"837","AT1G11950","MC","264390_at"
"838","AT1G11960","UC","264389_at"
"839","AT1G11990","MC","264387_at"
"840","AT1G12000","UC","264386_at"
"841","AT1G12010","MC","264346_at"
"842","AT1G12020","MC","264385_at"
"843","AT1G12030","MC","257421_at"
"844","AT1G12040","UC","264347_at"
"845","AT1G12050","UC","264396_at"
"846","AT1G12070","UC","264395_at"
"847","AT1G12080","MC","264342_at"
"848","AT1G12090","MC","264371_at"
"849","AT1G12110","UC","264348_at"
"850","AT1G12120","MC","260995_at"
"851","AT1G12130","UC","260994_at"
"852","AT1G12140","UC","260993_at"
"853","AT1G12150","MC","260992_at"
"854","AT1G12160","UC","260991_at"
"855","AT1G12180","MC","260990_at"
"856","AT1G12190","MC","261024_at"
"857","AT1G12200","UC","261023_at"
"858","AT1G12210","MC","260996_at"
"859","AT1G12220","MC","260966_at"
"860","AT1G12240","UC","260969_at"
"861","AT1G12250","UC","260968_at"
"862","AT1G12260","MC","261022_at"
"863","AT1G12280","MC","259535_at"
"864","AT1G12290","MC","259534_at"
"865","AT1G12310","UC","259538_at"
"866","AT1G12320","MC","259520_at"
"867","AT1G12330","MC","259528_at"
"868","AT1G12360","UC","259512_at"
"869","AT1G12370","UC","259537_at"
"870","AT1G12400","MC","259529_at"
"871","AT1G12410","UC","259521_at"
"872","AT1G12430","MC","259513_at"
"873","AT1G12450","MC","259530_at"
"874","AT1G12460","MC","259531_at"
"875","AT1G12470","UC","259532_at"
"876","AT1G12480","MC","259514_at"
"877","AT1G12490","MC","259522_at"
"878","AT1G12500","UC","259523_at"
"879","AT1G12520","UC","259511_at"
"880","AT1G12530","MC","259533_at"
"881","AT1G12550","UC","259524_at"
"882","AT1G12560","MC","259525_at"
"883","AT1G12570","UC","259526_at"
"884","AT1G12580","MC","259484_at"
"885","AT1G12600","UC","259527_at"
"886","AT1G12610","MC","255937_at"
"887","AT1G12630","MC","255927_at"
"888","AT1G12640","UC","255928_at"
"889","AT1G12650","UC","255929_at"
"890","AT1G12680","MC","255936_at"
"891","AT1G12700","MC","255935_at"
"892","AT1G12710","MC","255931_at"
"893","AT1G12730","UC","255939_at"
"894","AT1G12740","UC","255934_at"
"895","AT1G12750","UC","255933_at"
"896","AT1G12780","UC","261211_at"
"897","AT1G12790","MC","261205_at"
"898","AT1G12800","MC","261206_at"
"899","AT1G12810","MC","261209_at"
"900","AT1G12820","MC","261195_at"
"901","AT1G12830","MC","261207_at"
"902","AT1G12840","UC","261210_at"
"903","AT1G12850","MC","261201_at"
"904","AT1G12860","MC","261196_at"
"905","AT1G12880","MC","261212_at"
"906","AT1G12900","UC","261197_at"
"907","AT1G12910","UC","261202_at"
"908","AT1G12930","MC","261208_at"
"909","AT1G12970","MC","261213_at"
"910","AT1G12990","UC","262768_at"
"911","AT1G13000","MC","262775_at"
"912","AT1G13020","MC","262776_at"
"913","AT1G13030","MC","262777_at"
"914","AT1G13040","MC","257465_at"
"915","AT1G13050","MC","262778_at"
"916","AT1G13080","UC","262826_at"
"917","AT1G13100","UC","262827_at"
"918","AT1G13110","UC","262793_at"
"919","AT1G13120","UC","262794_at"
"920","AT1G13130","MC","262795_at"
"921","AT1G13140","UC","262764_at"
"922","AT1G13150","UC","262765_at"
"923","AT1G13160","UC","262766_at"
"924","AT1G13170","UC","262767_at"
"925","AT1G13180","UC","262769_at"
"926","AT1G13190","MC","262770_at"
"927","AT1G13195","MC","262782_at"
"928","AT1G13200","MC","262771_at"
"929","AT1G13210","UC","262772_at"
"930","AT1G13230","MC","262774_at"
"931","AT1G13250","UC","259358_at"
"932","AT1G13260","MC","259364_at"
"933","AT1G13270","UC","259363_at"
"934","AT1G13280","MC","259366_at"
"935","AT1G13290","MC","257515_at"
"936","AT1G13300","MC","259365_at"
"937","AT1G13310","UC","259360_at"
"938","AT1G13320","UC","259407_at"
"939","AT1G13330","UC","259409_at"
"940","AT1G13340","MC","259410_at"
"941","AT1G13370","UC","259387_at"
"942","AT1G13380","MC","259357_at"
"943","AT1G13400","MC","259386_at"
"944","AT1G13410","MC","259411_at"
"945","AT1G13420","UC","259388_at"
"946","AT1G13440","UC","259361_at"
"947","AT1G13450","MC","259412_at"
"948","AT1G13460","UC","259359_at"
"949","AT1G13470","MC","259385_at"
"950","AT1G13540","MC","256103_at"
"951","AT1G13560","UC","256134_at"
"952","AT1G13570","MC","256133_at"
"953","AT1G13580","UC","256157_at"
"954","AT1G13590","MC","256158_at"
"955","AT1G13600","MC","256131_at"
"956","AT1G13610","UC","256132_at"
"957","AT1G13630","MC","256095_at"
"958","AT1G13640","MC","256071_at"
"959","AT1G13650","MC","256096_at"
"960","AT1G13670","MC","256097_at"
"961","AT1G13680","MC","256102_at"
"962","AT1G13690","UC","256068_at"
"963","AT1G13700","UC","256098_at"
"964","AT1G13710","MC","256099_at"
"965","AT1G13730","UC","256070_at"
"966","AT1G13740","MC","256069_at"
"967","AT1G13750","UC","256100_at"
"968","AT1G13790","MC","259448_at"
"969","AT1G13800","MC","259449_at"
"970","AT1G13830","MC","259424_at"
"971","AT1G13870","UC","259450_at"
"972","AT1G13880","MC","259423_at"
"973","AT1G13890","UC","259451_at"
"974","AT1G13900","UC","259420_at"
"975","AT1G13910","MC","259421_at"
"976","AT1G13920","MC","262662_at"
"977","AT1G13930","MC","262609_at"
"978","AT1G13940","MC","262663_at"
"979","AT1G13950","UC","262615_at"
"980","AT1G13960","MC","262613_at"
"981","AT1G13970","MC","262664_at"
"982","AT1G13980","UC","262614_at"
"983","AT1G13990","MC","262607_at"
"984","AT1G14000","UC","262660_at"
"985","AT1G14020","MC","262647_at"
"986","AT1G14030","UC","262648_at"
"987","AT1G14100","MC","262651_at"
"988","AT1G14110","MC","262652_at"
"989","AT1G14120","MC","262608_at"
"990","AT1G14130","MC","262653_at"
"991","AT1G14140","UC","262610_at"
"992","AT1G14150","MC","262612_at"
"993","AT1G14180","MC","262654_at"
"994","AT1G14200","MC","262656_at"
"995","AT1G14210","UC","262657_at"
"996","AT1G14220","UC","262658_at"
"997","AT1G14240","UC","262659_at"
"998","AT1G14260","MC","261481_at"
"999","AT1G14270","MC","261483_at"
"1000","AT1G14280","MC","261480_at"
"1001","AT1G14290","UC","261492_at"
"1002","AT1G14300","UC","261524_at"
"1003","AT1G14310","UC","261477_at"
"1004","AT1G14320","UC","261490_at"
"1005","AT1G14330","MC","261525_at"
"1006","AT1G14350","MC","261491_at"
"1007","AT1G14360","UC","261485_at"
"1008","AT1G14370","MC","261526_at"
"1009","AT1G14380","MC","261479_at"
"1010","AT1G14390","MC","261527_at"
"1011","AT1G14400","UC","261484_at"
"1012","AT1G14410","MC","261493_at"
"1013","AT1G14420","MC","261528_at"
"1014","AT1G14440","MC","261502_at"
"1015","AT1G14450","MC","261489_at"
"1016","AT1G14460","MC","261471_at"
"1017","AT1G14470","MC","261472_at"
"1018","AT1G14490","MC","261473_at"
"1019","AT1G14510","UC","261486_at"
"1020","AT1G14530","UC","261482_at"
"1021","AT1G14540","MC","261474_at"
"1022","AT1G14550","MC","261475_at"
"1023","AT1G14560","UC","260777_at"
"1024","AT1G14570","UC","260782_at"
"1025","AT1G14580","MC","260776_at"
"1026","AT1G14610","UC","260780_at"
"1027","AT1G14620","UC","260781_at"
"1028","AT1G14640","UC","260778_at"
"1029","AT1G14650","UC","260779_at"
"1030","AT1G14660","UC","262835_at"
"1031","AT1G14670","UC","262846_at"
"1032","AT1G14680","MC","262836_at"
"1033","AT1G14685","MC","262848_at"
"1034","AT1G14687","MC","262843_at"
"1035","AT1G14700","UC","262830_at"
"1036","AT1G14710","MC","262849_at"
"1037","AT1G14720","MC","262842_at"
"1038","AT1G14730","UC","262831_at"
"1039","AT1G14740","MC","262845_at"
"1040","AT1G14750","MC","262833_at"
"1041","AT1G14760","MC","262886_at"
"1042","AT1G14770","MC","262839_at"
"1043","AT1G14780","MC","262887_at"
"1044","AT1G14790","UC","262888_at"
"1045","AT1G14800","MC","262889_at"
"1046","AT1G14820","MC","257463_at"
"1047","AT1G14830","UC","262837_at"
"1048","AT1G14840","MC","262847_at"
"1049","AT1G14890","MC","262844_at"
"1050","AT1G14900","MC","262840_at"
"1051","AT1G14920","MC","262850_at"
"1052","AT1G14930","MC","262857_at"
"1053","AT1G14950","MC","262828_at"
"1054","AT1G14960","MC","262838_at"
"1055","AT1G14970","MC","262829_at"
"1056","AT1G14980","UC","260714_at"
"1057","AT1G14990","MC","260738_at"
"1058","AT1G15000","UC","260739_at"
"1059","AT1G15010","MC","260744_at"
"1060","AT1G15020","UC","260740_at"
"1061","AT1G15040","UC","260741_at"
"1062","AT1G15050","MC","260742_at"
"1063","AT1G15060","MC","262604_at"
"1064","AT1G15080","MC","262596_at"
"1065","AT1G15100","MC","262590_at"
"1066","AT1G15110","UC","262583_at"
"1067","AT1G15120","UC","262593_at"
"1068","AT1G15130","UC","262588_at"
"1069","AT1G15140","UC","262572_at"
"1070","AT1G15170","UC","262605_at"
"1071","AT1G15180","UC","262569_at"
"1072","AT1G15190","MC","262606_at"
"1073","AT1G15200","MC","262570_at"
"1074","AT1G15210","UC","262575_at"
"1075","AT1G15220","MC","262591_at"
"1076","AT1G15230","MC","262574_at"
"1077","AT1G15250","UC","262594_at"
"1078","AT1G15260","MC","262598_at"
"1079","AT1G15270","UC","262602_at"
"1080","AT1G15280","MC","262576_at"
"1081","AT1G15290","MC","262577_at"
"1082","AT1G15310","UC","262601_at"
"1083","AT1G15320","MC","262579_at"
"1084","AT1G15330","MC","262580_at"
"1085","AT1G15340","MC","262600_at"
"1086","AT1G15350","UC","262599_at"
"1087","AT1G15360","MC","262595_at"
"1088","AT1G15370","UC","262581_at"
"1089","AT1G15380","UC","262603_at"
"1090","AT1G15390","UC","262573_at"
"1091","AT1G15400","MC","262592_at"
"1092","AT1G15410","MC","262582_at"
"1093","AT1G15420","MC","262544_at"
"1094","AT1G15430","MC","262571_at"
"1095","AT1G15440","UC","262584_at"
"1096","AT1G15460","UC","262585_at"
"1097","AT1G15470","UC","262597_at"
"1098","AT1G15480","MC","262586_at"
"1099","AT1G15490","MC","262587_at"
"1100","AT1G15510","MC","261762_at"
"1101","AT1G15520","UC","261763_at"
"1102","AT1G15530","MC","261764_at"
"1103","AT1G15550","MC","261768_at"
"1104","AT1G15570","MC","261765_at"
"1105","AT1G15580","MC","261766_at"
"1106","AT1G15590","MC","261759_at"
"1107","AT1G15600","MC","261760_at"
"1108","AT1G15660","MC","261761_at"
"1109","AT1G15670","MC","259502_at"
"1110","AT1G15690","UC","259504_at"
"1111","AT1G15700","UC","259485_at"
"1112","AT1G15710","UC","259486_at"
"1113","AT1G15720","MC","259487_at"
"1114","AT1G15730","UC","259499_at"
"1115","AT1G15740","UC","259500_at"
"1116","AT1G15750","MC","259501_at"
"1117","AT1G15780","MC","259488_at"
"1118","AT1G15790","MC","259489_at"
"1119","AT1G15810","MC","259505_at"
"1120","AT1G15820","MC","259491_at"
"1121","AT1G15830","UC","259492_at"
"1122","AT1G15840","MC","259493_at"
"1123","AT1G15870","MC","259503_at"
"1124","AT1G15880","UC","259498_at"
"1125","AT1G15890","MC","259495_at"
"1126","AT1G15900","MC","259496_at"
"1127","AT1G15920","UC","261841_at"
"1128","AT1G15930","UC","261789_at"
"1129","AT1G15950","UC","261792_at"
"1130","AT1G15980","MC","261788_at"
"1131","AT1G15990","MC","261786_at"
"1132","AT1G16000","MC","261790_at"
"1133","AT1G16010","UC","261795_at"
"1134","AT1G16020","UC","261787_at"
"1135","AT1G16030","UC","261838_at"
"1136","AT1G16040","MC","261839_at"
"1137","AT1G16060","MC","261794_at"
"1138","AT1G16070","MC","261840_at"
"1139","AT1G16080","UC","261793_at"
"1140","AT1G16090","MC","261836_at"
"1141","AT1G16150","MC","257479_at"
"1142","AT1G16160","MC","261842_at"
"1143","AT1G16170","MC","261791_at"
"1144","AT1G16180","UC","261843_at"
"1145","AT1G16190","UC","262708_at"
"1146","AT1G16210","UC","262710_at"
"1147","AT1G16220","MC","262702_at"
"1148","AT1G16240","UC","262709_at"
"1149","AT1G16260","MC","262705_at"
"1150","AT1G16280","UC","262706_at"
"1151","AT1G16290","MC","262707_at"
"1152","AT1G16310","UC","262751_at"
"1153","AT1G16330","MC","262752_at"
"1154","AT1G16340","UC","262753_at"
"1155","AT1G16350","UC","262754_at"
"1156","AT1G16360","UC","262755_at"
"1157","AT1G16370","UC","262756_at"
"1158","AT1G16380","MC","262757_at"
"1159","AT1G16390","UC","262730_at"
"1160","AT1G16420","UC","262731_at"
"1161","AT1G16440","MC","262732_at"
"1162","AT1G16460","UC","262712_at"
"1163","AT1G16470","UC","262716_at"
"1164","AT1G16480","MC","262701_at"
"1165","AT1G16490","MC","262715_at"
"1166","AT1G16500","MC","262711_at"
"1167","AT1G16510","MC","262703_at"
"1168","AT1G16520","UC","262713_at"
"1169","AT1G16530","MC","262704_at"
"1170","AT1G16540","UC","246325_at"
"1171","AT1G16560","UC","246320_at"
"1172","AT1G16570","UC","246351_at"
"1173","AT1G16590","UC","246326_at"
"1174","AT1G16610","UC","246324_at"
"1175","AT1G16640","MC","246321_at"
"1176","AT1G16650","UC","246350_at"
"1177","AT1G16670","MC","246327_at"
"1178","AT1G16690","UC","246323_at"
"1179","AT1G16710","MC","255762_at"
"1180","AT1G16720","UC","255764_at"
"1181","AT1G16730","MC","255763_at"
"1182","AT1G16740","UC","255767_at"
"1183","AT1G16750","MC","255766_at"
"1184","AT1G16760","MC","255765_at"
"1185","AT1G16770","UC","255761_at"
"1186","AT1G16800","MC","255758_at"
"1187","AT1G16810","UC","256113_at"
"1188","AT1G16820","MC","256111_at"
"1189","AT1G16830","MC","256107_at"
"1190","AT1G16840","MC","256117_at"
"1191","AT1G16850","MC","256114_at"
"1192","AT1G16870","MC","256106_at"
"1193","AT1G16880","UC","256115_at"
"1194","AT1G16900","UC","256110_at"
"1195","AT1G16920","UC","256112_at"
"1196","AT1G16950","MC","256109_at"
"1197","AT1G16970","UC","256118_at"
"1198","AT1G16980","UC","256104_at"
"1199","AT1G17010","MC","262527_at"
"1200","AT1G17020","MC","262482_at"
"1201","AT1G17040","MC","262534_at"
"1202","AT1G17050","UC","262526_at"
"1203","AT1G17070","UC","262524_at"
"1204","AT1G17100","UC","262536_at"
"1205","AT1G17110","MC","262523_at"
"1206","AT1G17120","MC","262522_at"
"1207","AT1G17130","UC","262521_at"
"1208","AT1G17145","MC","262512_at"
"1209","AT1G17150","MC","262520_at"
"1210","AT1G17160","UC","262519_at"
"1211","AT1G17170","MC","262518_at"
"1212","AT1G17180","MC","262517_at"
"1213","AT1G17190","MC","262516_at"
"1214","AT1G17200","MC","262539_at"
"1215","AT1G17210","MC","262532_at"
"1216","AT1G17220","MC","262483_at"
"1217","AT1G17230","UC","262531_at"
"1218","AT1G17240","MC","262530_at"
"1219","AT1G17300","MC","260846_at"
"1220","AT1G17310","MC","260845_at"
"1221","AT1G17330","UC","261029_at"
"1222","AT1G17340","UC","261060_at"
"1223","AT1G17350","UC","261087_at"
"1224","AT1G17370","UC","261040_at"
"1225","AT1G17380","MC","261033_at"
"1226","AT1G17410","UC","261030_at"
"1227","AT1G17420","MC","261037_at"
"1228","AT1G17430","MC","261032_at"
"1229","AT1G17440","MC","261041_at"
"1230","AT1G17455","MC","261039_at"
"1231","AT1G17460","MC","261086_at"
"1232","AT1G17470","UC","261036_at"
"1233","AT1G17480","MC","261085_at"
"1234","AT1G17490","MC","261038_at"
"1235","AT1G17500","UC","260731_at"
"1236","AT1G17510","MC","260682_at"
"1237","AT1G17520","MC","260732_at"
"1238","AT1G17530","UC","260687_at"
"1239","AT1G17540","MC","260737_at"
"1240","AT1G17550","MC","260712_at"
"1241","AT1G17560","UC","260683_at"
"1242","AT1G17580","UC","260711_at"
"1243","AT1G17590","MC","260684_at"
"1244","AT1G17600","MC","260734_at"
"1245","AT1G17610","MC","260735_at"
"1246","AT1G17615","MC","260713_at"
