"","GV_6d_exp_value","6d_exp_value","6d_ref_exp_value"
"250502_at",7.88151635158346,8.53048806269135,7.91236508147312
"250503_at",6.20958055910292,6.11813792601016,6.31410618351566
"250504_at",3.90665633069897,4.78137257106238,3.9001523345491
"250505_at",9.2350133545087,8.9253171011236,8.8308755024675
"250506_at",3.47668008651087,3.42000691783375,3.43425145936114
"250507_at",3.32639091176408,3.10722092352381,3.13825702698596
"250508_at",4.27839928881901,4.2728748080903,4.15692187718657
"250509_at",6.46384711899946,5.91039193667651,6.1900218651605
"250510_at",8.79854808306941,8.85882178360289,8.88760725686628
"250511_at",8.05161757401835,8.27707513510037,8.21821468990409
"250512_at",6.08778824881912,6.39090248368452,6.15388940869876
"250513_at",8.32747051756222,8.42476444342277,8.24813770902279
"250514_at",3.7604779049564,3.66015848002777,3.69270977597753
"250515_at",5.20630087423381,5.09634384955622,5.16341204657682
"250516_at",10.2506564748223,10.1632067638146,10.1469308967443
"250517_at",9.9635686594951,10.4668860205163,10.0545519137892
"250518_at",7.83686893262478,7.84802936082477,7.93794802144215
"250519_at",3.65856887187192,3.63307058453488,3.72677684178252
"250520_at",5.81548145610292,5.70358648290152,5.79443846195909
"250521_at",3.43467085618114,3.26814571642339,3.38281875000296
"250522_at",8.47509290497463,8.33390068317679,8.3884725240055
"250523_at",5.39824886003975,5.57005045467554,5.47987306746025
"250524_at",8.43584750479673,8.05449103298053,8.28975062772708
"250525_at",6.79933560881737,6.8431272441496,6.84101543591055
"250526_at",8.74616178375133,9.18663881584408,8.87913953577384
"250527_at",8.37182298519818,8.38908851705096,8.29224301787904
"250528_at",3.25930498825091,3.34572847444053,3.20866881417102
"250529_at",5.12236570024402,5.46549145760876,4.96846597501001
"250530_at",6.39759790644276,6.4967887757757,6.29549012892504
"250531_at",6.91406781118602,6.84186483488408,6.95164409985106
"250532_at",6.63043515295837,6.81605644932507,6.75678228566485
"250533_at",4.93057296702697,5.49863808426053,4.53008332931729
"250534_at",10.2097264734786,10.3599958193498,10.3342601511808
"250535_at",3.32983785304821,3.45831345944581,3.24841403442637
"250536_at",7.64098379995364,7.52247029281891,7.6801037362807
"250537_at",5.75229932846657,5.68513175242876,5.65841664748554
"250538_at",6.98828520365771,7.40367072742799,6.94396853819596
"250539_at",9.25008249091946,9.01396002005684,9.1441225751252
"250540_at",7.33949071322328,7.57075744134881,7.27699248264056
"250541_at",9.19123616314006,7.26266802001843,8.44933708070994
"250542_at",6.09706544828303,6.09529697447744,6.10636432304778
"250543_at",7.23030482980112,7.37720147240278,7.30981531190669
"250544_at",8.77414747269021,8.87784028772025,8.82660685774994
"250545_at",9.18947293622649,9.35653026084441,9.21429386064634
"250546_at",8.15490597931312,9.03038633942573,8.28903434874781
"250547_at",8.81949712412643,8.80491528450903,8.66666958780031
"250548_at",8.40499946493212,8.37701938232754,8.42421192552794
"250549_at",5.04085689060787,5.58043272205724,5.77170389389968
"250550_at",5.11117450450839,5.58332793958572,5.33939135282389
"250551_at",3.72234657415645,3.74838075358829,3.76856480403226
"250552_at",7.08684776772384,7.00716703355176,7.12801493122011
"250553_at",8.91295852488004,9.14290890979401,9.05300693080852
"250554_at",5.65700384235832,5.96818615153173,5.68196247202048
"250555_at",4.90913591740173,4.77312103808188,4.84717350097357
"250556_at",8.48746247244786,7.96156692904427,8.08455987892586
"250557_at",6.94038422353967,6.82083185499684,6.90126137006175
"250558_at",7.48051211265541,6.9123484814359,6.60054837094771
"250559_at",6.00690471871508,6.14059735329451,6.19989069993002
"250560_at",5.83922176744277,7.22621067003922,6.1924037030694
"250561_at",3.60315584337617,3.71904458168841,3.64716488652051
"250562_at",9.20375178129226,9.68463521291054,9.35637263043614
"250563_at",7.39184100269695,7.8241003410906,7.73270971985163
"250564_at",8.90986001486114,9.12055318060699,8.97536149691089
"250565_at",7.9076655554757,8.53041790257927,7.94918295483569
"250566_at",3.23568203253695,3.23605409838077,3.13105495832835
"250567_at",3.8064767070687,3.88017922783696,3.81826267378745
"250568_at",5.95098032055146,6.19499373911029,5.95172050322418
"250569_at",6.78271041387784,7.3444750903129,6.79334762567004
"250570_at",8.26243841213548,8.17183830078744,8.18403316252687
"250571_at",6.57400418059799,6.43901790963884,6.54931962683709
"250572_at",6.00378846295294,5.94984454572412,6.05748061396117
"250573_at",3.76764514096102,3.79369568844511,3.76614893872049
"250574_at",4.417816745681,4.35054829618821,4.347542504078
"250575_at",5.10906056509694,5.249732946059,5.80348540152323
"250576_at",6.10597696613112,4.47521424504503,5.17777908007099
"250577_at",7.83182743445681,7.57505578435072,7.73134493516171
"250578_at",3.46462772233569,3.50593866480903,3.59544372691298
"250579_at",3.39352910507546,3.3200128330156,3.3944274556796
"250580_at",8.96405996721972,9.51786618674133,9.17732010606142
"250581_at",7.99217047156295,8.02853590867874,8.0459330752755
"250582_at",8.10820650198202,7.03714013707779,8.00661902901266
"250583_at",3.5017473966379,3.36355113755337,3.46449921225976
"250584_at",7.31484614797154,7.25597773900299,7.14624374894766
"250585_at",4.17213507211431,4.31085581954209,4.24008819654032
"250586_at",6.8108998053812,6.65843217216375,6.80163642905536
"250587_at",3.82545180907134,3.90897751327206,3.90433770036027
"250588_at",4.43976617860499,4.49680810607842,4.33354823034045
"250589_at",5.17959993316988,3.98832499359859,4.78439303559459
"250590_at",5.76954700054477,5.77893237020992,5.8433069911769
"250591_at",4.37790842909234,4.31264424084264,4.24941631027577
"250592_at",6.06002096208231,5.9415070277404,5.9378519191334
"250593_at",5.29197788560153,5.19088244958923,5.28077985597282
"250594_at",2.8365140667777,2.94734039760174,2.93718713436495
"250595_at",7.13913138265288,7.1199134121826,7.22429924083155
"250596_at",3.46630957680235,3.61861512747835,3.71210660589658
"250597_at",3.27659562868575,3.23807839714786,3.24718784062902
"250598_at",6.10934522318112,4.79248500337196,5.67451405373393
"250599_at",6.12805432128102,6.14354262519738,6.13887823602075
"250600_at",6.66914709491992,6.7896909679692,6.5396003782041
"250601_at",5.05406408074374,5.38669628278259,4.92384862726163
"250602_s_at",7.84689435780502,7.78195995320954,7.82882478646733
"250603_at",4.930823533959,5.16741173043903,5.37591195383261
"250604_at",9.11669905867003,8.86638482760795,9.02052757880102
"250605_at",3.53131477825869,3.51936990541876,3.51475335210735
"250606_s_at",2.83893073155456,2.82108964870136,2.79325300518007
"250607_at",8.25748990304371,8.16255002939299,8.10858204939185
"250608_at",3.26264603386467,3.16363301746059,3.32170011014635
"250609_at",9.7930001343239,9.44657928563704,9.7457204304214
"250610_at",3.26633965345638,3.32235587883858,3.12003411211694
"250611_at",3.42357574825784,3.47701953848478,3.46149633067225
"250612_s_at",3.07285344916341,2.98602891609344,3.07154290129579
"250613_at",4.83923428993781,4.57202445208105,4.66842589981598
"250614_at",3.00902946099864,2.94394664683805,3.06934809156091
"250615_at",7.62156264538413,7.28364481964659,7.52680550159594
"250616_at",3.71605749630338,3.48995607319255,3.51044432971265
"250617_at",7.40455708342611,7.4868296554079,7.43735270598853
"250618_at",9.4618515436825,9.32157879858581,9.51319787272617
"250619_at",3.49557566135713,3.48902046631856,3.49834817260899
"250620_at",3.51575193401988,3.69238105429409,3.60301149979808
"250621_at",8.00042886399037,7.70812630072426,7.79955980395543
"250622_at",3.13839973358105,3.54351982605056,3.01220858270402
"250623_at",6.86312134826939,7.32254693593989,6.79457587166005
"250624_at",3.18574046691103,3.06930372815321,3.0657943213701
"250625_at",7.51545339240457,8.00238582012589,7.68287074070648
"250626_at",8.84848935671059,9.04596418194436,8.82673406942455
"250627_at",7.20304335546936,7.32329094063543,7.22371322585715
"250628_at",3.73245123403878,3.67340567738982,3.86897132910883
"250629_at",5.2956394506622,4.96564214747262,5.39348362896105
"250630_at",4.52852455375543,4.59146653442535,4.44536980652937
"250631_at",3.3264426420868,3.50964691194803,3.43190275550293
"250632_at",3.49922461784297,3.54850779580482,3.55944662994458
"250633_at",9.27924968992462,8.6122852445171,9.36344081819833
"250634_at",3.77247871398476,3.69327429572788,3.72904270592353
"250635_at",3.92660432668968,3.76450607269759,3.70220488736926
"250636_at",3.15625267100661,3.16997394320306,3.14503253358427
"250637_at",4.30305817443083,4.34898882683201,4.20791777753555
"250638_at",3.66877267051367,3.71782436781401,3.75191680318986
"250639_at",3.61349281780538,3.69108760302233,3.64430110494563
"250640_at",3.67978034325488,3.83627618957944,4.06949014094576
"250641_at",3.09280110806201,3.0468673960384,2.98944253786606
"250642_at",3.21115317600011,3.06962012252551,3.136309244716
"250643_at",6.51121016636515,6.57977299407198,6.53707205964949
"250644_at",8.32552548955137,8.27950955234249,8.31489079994473
"250645_at",9.07336183658708,8.31477099819012,8.56783907136703
"250646_at",7.69529256889334,7.35708272761058,7.50702678039695
"250647_at",5.8112714830762,6.11079363570841,5.88462158122013
"250648_at",4.00623374929769,3.78868164872068,3.98755483500292
"250649_at",7.47901116984624,6.34877637022563,7.11972188319516
"250650_at",5.94275858191599,5.73417998503396,5.79673806651335
"250651_at",3.11038973447357,3.16934935588431,3.14948712504349
"250652_at",3.72110883224473,3.66062458035035,3.63821871158104
"250653_at",8.97319462478266,8.20941893439527,8.62061362459742
"250654_at",5.418578388337,5.69725579841963,5.59943405246919
"250655_at",7.68643907428023,7.53244471516978,7.70050566812167
"250656_at",8.0520379777246,8.29938754617332,8.10149956405277
"250657_at",3.93806867767518,4.16870281840629,3.83425598507535
"250658_at",4.02951531327758,4.22322821163584,4.02910197255079
"250659_at",3.96613768538618,3.92060672299041,3.85562288172676
"250660_at",3.40935856717691,3.28030905514483,3.34152115577396
"250661_at",8.64879719470459,9.19504463422798,8.48966185587851
"250662_at",6.65765380095962,6.92692843885616,6.20633300496255
"250663_at",6.92294447937152,6.90522087682891,6.58520206619914
"250664_at",4.26852946100643,4.19237516866695,4.3574737818562
"250665_at",8.08415380926999,7.17771910816695,8.05585138289025
"250666_at",4.3803539861367,4.21259262475515,4.51046777898523
"250667_at",9.9476053418041,10.4872308667317,10.0058837049983
"250668_at",7.49514635257567,7.31489363842969,7.37439859211728
"250669_at",9.7191251078691,9.69127604525534,9.49870795372409
"250670_at",6.16084272528094,7.90660387818917,7.06882357419916
"250671_at",7.01957655513318,7.0001180965524,7.05074995613447
"250672_at",7.19296605466632,7.3718827130748,6.98216236170949
"250673_at",5.41938911935448,5.38477965152678,5.30919384893772
"250674_at",7.98329518250458,6.75819916637288,7.45138787404326
"250675_at",8.96188338622919,8.85105112527316,8.83535524806316
"250676_at",9.63325647968214,8.64708900989891,9.61126784574368
"250677_at",3.31693604979587,3.32628056114095,3.3410738158293
"250678_at",3.20695769557765,3.65679730422194,3.52069118688654
"250679_at",5.7370966844379,6.72455944962315,5.90753402506545
"250680_at",4.79617360194717,5.69937862820206,5.43699387442745
"250681_at",5.46437803425845,5.90012976532282,5.40375049531013
"250682_x_at",4.73894064877377,4.38467494110845,4.31660853093348
"250683_x_at",4.97187354892223,4.77814355008269,4.90721498902646
"250684_at",3.55292686847202,3.52335333347027,3.51861912537143
"250685_at",5.09427691587732,5.10122938633196,5.12768468432335
"250686_at",6.32984503858104,6.4247330265734,6.35517955790819
"250687_at",8.21596345947863,8.55068090347007,8.33062800565369
"250688_at",8.18971344466826,7.40358364784877,8.06111408813464
"250689_at",9.02340148846761,8.39103720318817,8.726057995022
"250690_at",6.96149709465665,6.26472267162863,6.36920786411439
"250691_at",6.85420176267377,6.87708412896158,6.86787911231492
"250692_at",7.91156795857381,7.65321802056334,7.89044797422118
"250693_at",8.53591152756206,8.6057140674457,8.53549782352399
"250694_at",6.84859786920073,6.34078551828702,6.738678459116
"250695_at",4.49046872654162,5.3836625607325,5.82803872538092
"250696_at",3.28489786571786,3.48170840151197,3.4302953844068
"250697_at",3.02568438367564,2.99718398214197,2.88566151972473
"250698_at",5.25793800125359,5.68662604124307,5.40718350810416
"250699_at",3.91628388012229,3.85383799828541,4.00480927561556
"250700_at",6.88854150082675,6.74597218260735,6.75132634892341
"250701_at",3.43653352916076,3.61388990447949,3.46554527879763
"250702_at",4.44365259892405,5.89406106405046,5.5568670384724
"250703_at",9.70733975194231,9.88160991444794,9.79660137463406
"250704_at",7.16451731199905,7.14904236610314,7.32093229862596
"250705_at",7.8541858608839,7.77202005557147,7.90987146464544
"250706_at",6.50721071897797,6.78847515184475,6.46209698831116
"250707_at",8.64004532048324,8.49285976993947,8.73328856517286
"250708_at",3.14689549016184,3.08550498015992,3.08736376703493
"250709_at",3.3281618750437,3.27574969639165,3.32804680709337
"250710_at",5.34456051162606,4.8073772920516,5.14548188378579
"250711_at",7.83266553505757,8.17434653487137,7.84460363652683
"250712_at",7.72006200084337,7.66404399361128,7.68735619584472
"250713_at",7.99919683031074,7.82438705114818,8.03852240877091
"250714_at",8.89100699923132,8.94522743035674,8.97452428788014
"250715_at",7.20942660634053,7.44833661874328,7.2660831641181
"250716_at",4.32364288194179,4.28141884123333,4.25863040737355
"250717_at",3.99994043734982,4.00151097669187,4.09622674112097
"250718_at",6.93617074450405,7.10472117413033,7.07065549365694
"250719_at",4.37715691399815,4.05653504796473,4.3219042641386
"250720_at",6.16320825335764,6.17531828704687,6.19304841403982
"250721_at",7.57445088690545,7.69371046815636,7.64434695891158
"250722_at",5.57849889734648,5.39313584773199,5.35662116327225
"250723_at",4.28148320696123,4.10959332525135,4.25856583080626
"250724_at",6.79717687121555,6.43187675900933,7.03373224124864
"250725_at",3.20024082529604,3.27637111123295,3.31461629417473
"250726_at",6.64070180060795,6.5594296769605,6.54787851111914
"250727_at",5.04605934451112,5.15499236641046,4.96055248644392
"250728_at",6.98899739655071,6.78889562104928,6.94176081880321
"250729_at",8.58961056170261,8.81016314355981,8.52442809264761
"250730_at",3.22768950210484,3.1104046492401,3.14254207842735
"250731_at",3.97251997931611,4.01052494232814,4.05540322033104
"250732_at",6.61553885145976,5.78064414625179,6.19475908652849
"250733_at",7.62102845322492,7.76915343786301,7.90750768687457
"250734_at",6.32834163496703,6.11627695825724,6.69706217655184
"250735_at",6.68683596528776,6.26730431504719,6.55492098562846
"250736_s_at",7.33623293424615,7.58525616960183,7.34393841512422
"250737_at",9.31070895559666,8.86549924873034,9.110670509
"250738_at",8.51098197165249,9.27251678388108,9.3939287793348
"250739_at",6.42479114964987,6.54076472720562,6.36617000213171
"250740_at",5.93631857428271,5.87486465075061,5.85817135697465
"250741_at",8.0722009532176,7.82305695625292,8.11686550262937
"250742_at",6.99479180632445,6.88896687775679,6.98549126682539
"250743_at",7.61703717306086,7.60194011732266,7.46899245529819
"250744_at",6.64720305987071,7.25759168442398,6.5756456412234
"250745_at",5.73245554739452,5.85728039124156,5.80673909650524
"250746_at",3.74297909917898,4.1294270688443,3.84938424795521
"250747_at",3.36088813149886,3.4319904799047,3.293434563268
"250748_at",8.05558369807804,7.86309558154244,8.16502244753529
"250749_at",8.89845634956338,9.10064356682316,8.99048116530048
"250750_at",6.64121863497022,6.92005624192234,6.70428874159049
"250751_at",3.91296739666866,3.99910238180968,3.95751754695394
"250752_at",8.21203693770488,7.7976019959695,7.83916279249722
"250753_at",7.60138036947905,8.3584147895901,7.83771020351642
"250754_at",7.50983225986437,7.37970045914307,7.50234299051726
"250755_at",4.58420359184971,4.37732352592192,4.57941343090148
"250756_at",6.01067871051764,6.54515859952204,6.1083458112764
"250757_at",8.48399107009629,8.06715639233322,8.12062214974665
"250758_at",5.81468181043718,6.47464457031043,5.64323651320542
"250759_at",2.99784386845386,3.03590290001835,2.97331434974828
"250760_at",2.74029513501249,2.71058623357716,2.63576892558286
"250761_at",7.28175993547301,7.83067760129457,7.36783154821325
"250762_at",5.99348829976153,6.78406442905296,6.174324132867
"250763_at",8.37931652051557,8.34850080113902,8.36020463607207
"250764_at",10.9765033604123,10.7562182412902,10.8593578127327
"250765_at",7.96246250623201,7.75181481154754,7.86105940543165
"250766_at",5.62008022073363,5.32823391454555,5.6380003369742
"250767_at",7.25267619802869,7.23653424463537,6.99254458311912
"250768_at",7.67438356957496,7.78190964879856,7.67163824404244
"250769_at",5.94250251276135,6.30874297298093,5.93520885022056
"250770_at",11.4048739998509,10.6380541894899,11.0562351085708
"250771_at",3.22817459462438,3.20355443789752,3.10299377476668
"250772_at",3.61580997534998,3.595636865193,3.55358410077618
"250773_at",3.640156003245,3.53639577724213,3.58630256435113
"250774_at",6.28792869885,6.7639894687065,6.43445472503026
"250775_at",6.1268985278533,6.41515015192973,6.38299952768419
"250776_at",6.18629811152541,6.70038764197936,6.98473192944635
"250777_at",7.46758769593469,6.20882380250802,7.69597419421656
"250778_at",3.41254897494406,3.43606907274705,3.42756996503832
"250779_at",5.75992091080876,6.7664579039467,6.20310444339292
"250780_at",4.2434551921015,4.19068009445377,4.2673274803557
"250781_at",7.90350009720081,6.57576904160687,7.24803535707693
"250782_at",3.33137465109142,3.33248452428189,3.26962139054843
"250783_at",3.3334021722534,3.31493129611629,3.39336996527227
"250784_at",7.12257250208422,7.26730747361106,7.33834129907564
"250785_at",5.51268696294484,6.00309487697285,5.60603180124117
"250786_at",7.42629671964889,7.35468545112448,7.53601308814995
"250787_at",6.41718411567512,6.53181284915105,6.39964895703341
"250788_at",6.95592745785752,6.76881361563559,6.82181433641277
"250789_at",4.47801694522481,4.28524651590037,4.34164482681852
"250790_at",6.56172519447251,6.59527661246157,6.57853446733831
"250791_at",8.18007044752553,8.21813333846154,8.23874992617078
"250792_at",7.36227140131487,7.69667558739679,7.33594357727561
"250793_at",7.10999224583255,6.08301576113836,6.66848402057535
"250794_at",6.88301676989809,6.48135592048108,6.11960809748451
"250795_at",4.28536619122197,3.84428786498316,4.03073514799683
"250796_at",3.79661889607765,3.70836520411334,3.73928007523398
"250797_at",6.57327296271304,6.50364743559317,6.65830018847341
"250798_at",9.28335175865924,9.24948339462277,9.33159497507137
"250799_at",5.48315871173652,5.54889633744656,5.6174574311799
"250800_at",8.92423276813308,9.33225687519233,9.08107058172999
"250801_at",3.20072312888216,3.11174301306655,3.19541412004785
"250802_at",4.18294804184752,3.92293962380402,3.91710633702666
"250803_at",5.96266353752638,5.61084881931896,5.73640411339674
"250804_at",3.17496918167343,3.1280250453476,3.18595787157652
"250805_at",3.19944982886896,3.20092871166139,3.3269934474889
"250806_at",3.58228705565178,3.57860519615225,3.59456360958068
"250807_at",6.07501086090117,5.91278981074465,6.16547890345635
"250808_at",3.81734115538584,3.76725005981101,3.83468714495847
"250809_at",5.94689238310253,5.38439635414385,5.72897446633559
"250810_at",5.89694049090771,5.43325648422159,5.78872502159566
"250811_at",9.43991801473532,8.97670297019018,9.33849888872687
"250812_at",5.8877864133492,6.00354691436839,6.05576984886652
"250813_at",8.08823560500198,8.69335671658127,8.17361956958304
"250814_at",9.34377668930008,9.63223533483708,9.53511220383444
"250815_s_at",3.68885998238832,3.64963609072418,3.65990023182503
"250816_at",9.79020768551934,9.99521042651956,9.83458755926052
"250817_at",6.84547333787385,6.99947605025897,6.8713840910032
"250818_at",8.4025246379594,8.38528937165,8.3751303047781
"250819_at",9.17066889612661,8.9048830159286,9.0406909673268
"250820_at",8.2789624511619,8.85890606976562,8.31785615034143
"250821_at",6.60837721242754,6.03091511931936,6.47949283899394
"250822_at",7.24690511614507,6.56067384655436,7.12641625190065
"250823_at",7.08370044086483,7.93101718844324,7.51694985095482
"250824_at",9.33908308256568,9.02785966338582,9.22854094360096
"250825_at",5.73889769350714,6.3870783164141,5.75936263580646
"250826_at",3.46876657741647,3.46851751788329,3.46867588808961
"250827_at",11.0910955545755,10.8223041303962,10.9351905695261
"250828_at",6.75957401400399,7.08828928801582,6.81641841348195
"250829_at",9.15432138473023,8.4725880769979,8.83249681338519
"250830_at",7.51277222387605,7.56824702115432,7.6829970342311
"250831_at",7.99307514533898,7.88057917329728,7.94511271845426
"250832_at",4.13433248350126,4.01686649687569,3.78507296569683
"250833_at",7.20083038233488,7.07753837384244,7.13931596827307
"250834_at",5.37533466559235,5.24214572807945,5.4837572131263
"250835_at",7.00670968358225,6.85248500770426,7.1253062447136
"250836_at",7.46720063032795,7.42015543409774,7.49418498571353
"250837_at",5.7561032561435,6.0215192577284,5.65248536871579
"250838_at",4.33538474458147,4.30135737887148,4.2442138490761
"250839_at",2.91479489151798,2.88862434210231,2.89826530225029
"250840_at",4.47650093357044,4.36226132497079,4.33152487311566
"250841_at",4.28273063267055,4.32815354023576,4.11515648587477
"250842_at",6.83815687587146,6.28932092181863,6.68848238448311
"250843_at",9.22388703954502,9.46001747695694,9.38569788844931
"250844_at",8.1255210023001,7.49299631964508,7.57177730221147
"250845_at",8.84681317230092,9.28167819168937,9.07530733139981
"250846_at",8.91490696652009,8.75159443889751,8.78136677550324
"250847_at",7.35034215831676,7.08003872589364,7.23692733028315
"250848_at",6.82928576879496,6.70334435755503,6.79360503980506
"250849_at",9.33309990757017,9.27620557407851,9.32272144369261
"250850_at",7.38830463519919,7.24889962516759,7.32839061212984
"250851_at",8.23376920801029,8.29139596901939,8.19369447245599
"250852_at",6.04313546079084,6.24113263509148,6.1212901004792
"250853_s_at",4.15045981891664,4.19830541158493,4.21411484464003
"250854_at",7.10648173556406,6.97376852200009,6.93661427880064
"250855_at",3.22482642579278,3.1443131470319,3.21533852167806
"250856_at",6.82155941184533,6.45102015382284,6.62396269303689
"250857_at",4.65093923605705,4.87386769657743,4.85294889786708
"250858_at",7.47382906725251,6.63518567149676,7.09230670157967
"250859_at",4.27439462345378,4.29835794780749,4.1555750142806
"250860_at",4.22190723474006,4.58240315537054,4.45803066889472
"250861_at",8.98782671102509,9.17949090678982,9.06124993492194
"250862_s_at",10.8622765342576,11.4271017814138,10.9991180176635
"250863_at",10.5319045019106,10.3495089439503,10.5132837765348
"250864_at",4.96222510463663,5.58591910770013,5.22330195173762
"250865_at",7.5274785655842,7.37758801891109,7.53820555536167
"250866_at",7.44409664424767,7.58128244562511,7.6112720611937
"250867_at",8.97955489322431,8.83026854688971,8.90493443035903
"250868_at",3.55796608210198,3.45190103261783,3.53537533503909
"250869_at",3.63723634286758,3.60931889540645,3.4953956763068
"250870_at",2.96277655581046,3.00676365247359,3.06281443484764
"250871_at",3.5578659679357,3.56745245052937,3.56671545352175
"250872_at",3.71851774706207,3.66633289958037,3.62219337149257
"250873_at",3.56818873285459,3.53027665354888,3.54183619088238
"250874_at",4.09409372207327,4.16080918945106,4.08157194756005
"250875_at",7.27122578660626,7.0479025926933,7.02546736993577
"250876_at",3.25181386713149,3.26134195348057,3.25605324005745
"250877_at",7.88585616531277,7.32394622956658,7.70349184539308
"250878_at",4.08588348957225,4.02322190620161,4.17336983726185
"250879_at",6.93718752320246,6.85743312684813,6.74551463724763
"250880_at",5.21738112276147,5.18906995346585,5.19799878434718
"250881_at",6.17935147551098,5.76836337640897,5.99260275038485
"250882_at",5.33507132544851,4.75334781269939,4.88319910213981
"250883_at",7.75402931359758,7.71850915815687,7.75204017772762
"250884_at",8.13647481989681,8.16524858729615,8.22583746295398
"250885_at",6.12788262392886,5.85268327012064,5.84187779063851
"250886_at",7.46997530123035,7.42090489254734,7.60447140370349
"250887_at",3.73394806653624,3.75981818801639,3.69365651053924
"250888_at",7.20867396485168,6.88124117151937,6.95494992879496
"250889_at",3.94917547294673,3.99143779602243,3.95011183565954
"250890_at",6.38656847542742,6.42241075059399,6.31848598007998
"250891_at",3.097109962113,3.22354367625016,3.16591659883506
"250892_at",10.5262478454197,10.0104387350722,10.3166085814868
"250893_at",4.88792915259401,4.87006916028645,4.81034302912117
"250894_s_at",3.7660178868113,3.60741885504656,3.59053408290459
"250895_at",11.200661990506,11.5282143369345,11.2297579471
"250896_at",4.8980778050698,4.70592145881774,4.81255341731466
"250897_at",8.30536403509258,8.13903684445565,8.29508728562887
"250898_at",10.8570558359618,10.7358574840442,10.6061090421665
"250899_at",5.97484957587779,6.1042340843403,5.9660250338894
"250900_at",7.60460138058099,7.13889752559978,7.32910527733132
"250901_at",8.08982321532699,7.98726022322153,8.06463511428455
"250902_at",3.17301845456985,3.14723407793096,3.12388730381839
"250903_at",3.71740150459883,3.65153197630113,3.80093231354364
"250904_at",3.42355433494639,3.32464794833044,3.24701215343683
"250905_at",4.42337503847982,4.22998379001599,4.26623395626926
"250906_at",8.15167258787077,8.0159421373493,8.12213924840902
"250907_at",5.12979600278155,5.13578911735141,5.07321237844342
"250908_at",7.49634502633308,8.16400850707384,7.51943730598817
"250909_at",5.10120261386479,6.26655316232489,6.56857314607605
"250910_at",6.18052697816364,6.16400831424592,5.91056229213026
"250911_at",8.19769798829433,8.43981373421187,8.24522306647266
"250912_at",8.47101141026549,9.08318262644112,8.6522920556175
"250913_at",5.63759394019842,5.38609970069531,5.64598441852918
"250914_at",4.83270824681729,4.92861563153242,4.85296414540606
"250915_at",4.11177318998804,4.31901169750646,4.43042019458811
"250916_at",9.72189066073134,9.9067137687394,9.78073732018993
"250917_at",6.71662797009754,6.94799062113069,6.99002052865239
"250918_at",8.54953339154861,8.40112444089276,8.58800166826177
"250919_at",8.59321429769965,8.63434245588149,8.52489541101475
"250920_at",5.6214398284587,5.92500735720332,5.95903684561983
"250921_at",9.94225538882778,10.1258712467301,9.92768031933223
"250922_at",8.43939832523098,8.73322475548075,8.4977717323936
"250923_at",9.64821026989109,9.52047133968176,9.61774764134094
"250924_at",6.5386230333728,6.54723892703343,6.53448016004543
"250925_at",5.328949638319,5.31324023628697,5.18404940117984
"250926_at",6.07209976048545,6.01820077254835,6.03791983579417
"250927_at",3.37858308649904,3.34907124427013,3.25440166568924
"250928_at",8.58745561749179,8.5516759838389,8.53219483250443
"250929_at",9.46936580575774,9.76820905130502,9.53893412775245
"250930_at",6.87855184006935,7.42598443090204,6.9100148286871
"250931_at",8.02893418659278,7.63016968036726,8.01194521988712
"250932_s_at",7.55212388559613,7.53579479388515,7.73319929978967
"250933_at",11.5978159721005,11.4954698988902,11.6531395824977
"250934_at",8.19430775574669,8.43446070684811,8.20533437668369
"250935_at",11.0751410642986,10.5592635573237,11.0792435518282
"250936_at",3.39393861072599,3.41486114489372,3.39309319787184
"250937_at",8.96388438080505,8.76324587249976,9.04475273659319
"250938_at",7.43781618879421,6.93811748982626,7.13569573520263
"250939_at",9.13474912905748,8.9462328098336,9.08510316323635
"250940_at",2.97202010393469,2.95535151029214,2.93933629414513
"250941_at",7.11619460198021,7.07388408571431,7.04737755802698
"250942_at",4.81333959934801,4.23494364878521,4.56113529167882
"250943_at",3.25505958371416,3.32799154767157,3.32789391701392
"250944_at",8.01469467838844,7.84764886159812,8.00627052967022
"250945_at",3.22771758692469,3.23711590125037,3.16379822114416
"250946_at",6.89246950877062,6.74505489691062,6.85490431487218
"250947_at",6.18692932660846,6.26462114602226,6.08270007026181
"250948_at",5.45681946541868,5.26398362918885,5.1675376915085
"250949_at",4.83870665874858,4.99462908073724,5.00443726397598
"250950_at",8.80293935329733,8.84177388032436,8.80200575521812
"250951_at",2.8698947414527,2.86035752958163,2.86987612001634
"250952_at",4.0005659004493,3.95684442388572,3.92448007436824
"250953_at",6.83503075518943,6.68957199555373,6.75401839149043
"250954_at",9.47714046760267,9.31033761304061,9.39319412313706
"250955_at",7.82153704816033,7.1557660260173,7.13501062893454
"250956_at",3.17092311042117,3.03793276968822,3.01196909518858
"250957_at",4.75651569297315,4.37462541851695,4.58832185113872
"250958_at",7.88975815656064,7.37785451403749,7.43537806745162
"250959_at",3.33714080776643,3.35379314370712,3.37584876874167
"250960_at",4.90510512779,4.36050031021061,4.4679065777606
"250961_at",3.19330926603567,3.34552940733271,3.17120745480062
"250962_at",3.5239852884651,3.45190497285953,3.42637277656338
"250963_at",3.47187019399727,3.51245903971319,3.39515850676532
"250964_at",4.08572947463403,4.30724587207461,4.07486169494737
"250965_at",3.35301793038285,3.32898544998019,3.33499661796738
"250966_at",6.36727208335212,6.39125389117369,6.42606944140086
