"","d35_gene_exp_value","d35_ref_gene_exp_value"
"252119_at",8.08309490085576,10.0393144435018
"252120_at",8.87593499929571,8.92047842842907
"252121_at",8.39871682094588,8.6006695339405
"252122_at",8.6971344144086,8.02572563132153
"252123_at",9.13177064654803,6.72916534482776
"252124_at",8.14274444573013,9.30332850998442
"252125_at",9.63722257183287,9.55955741523847
"252126_at",9.52690743429065,9.55368297962695
"252127_at",6.30084809150785,6.94188225963397
"252128_at",4.73385323791765,4.78961636166094
"252129_at",4.26290948666496,4.30099247914139
"252130_at",10.8186502235904,8.84646471430959
"252131_at",7.85092386440792,8.41156940463681
"252132_at",6.90871766806881,7.21142740053056
"252133_at",5.52375609905881,6.53646322405379
"252134_at",8.87152135129095,8.47981005908338
"252135_at",9.62989229776979,8.89872720240419
"252136_at",8.12498835605794,6.34872551344083
"252137_at",6.35836819023723,5.61978450137295
"252138_at",4.38252604415271,4.41071238828353
"252139_at",9.20857530947622,9.45149313006058
"252140_at",4.68554377979644,4.80028591272073
"252141_at",8.61161101801969,8.61984634909829
"252142_at",8.00640538734904,8.01297723901238
"252143_at",4.75313716680579,4.84344217701243
"252144_at",5.89768023279135,6.09334262227101
"252145_at",4.46805956242936,4.50455031851592
"252146_at",3.68667505416041,3.75469776825355
"252147_at",5.93796515157925,6.88748054493318
"252148_at",4.75219541905986,6.5328752632296
"252149_at",4.07437556878339,4.06500750703189
"252150_at",8.1999666410363,9.05425301336134
"252151_at",6.38931544937658,6.22283989188828
"252152_at",4.25173064146013,4.24527013288442
"252153_at",5.32465495158681,5.49572317312333
"252154_at",7.82758690217571,7.66471711823539
"252155_at",7.53861357029368,7.60016955976696
"252156_at",5.44540799836584,4.83644971577866
"252157_at",8.01791030161639,8.02402606933627
"252158_at",8.59599755822086,8.67103320328274
"252159_at",4.67895370525483,4.62418107556053
"252160_at",6.34529415742335,6.17605608721881
"252161_at",4.77357110268419,4.69521275788495
"252162_at",6.36288120594408,6.36399847986011
"252163_at",4.69929927441483,4.95416503973939
"252164_at",5.34374782316592,5.672125155114
"252165_at",5.73567190096422,5.49915115138197
"252166_at",9.5917277521795,9.0383944321468
"252167_at",5.8872548587949,5.28480833586255
"252168_at",10.3690460714549,7.22846471946357
"252169_at",6.5130534242616,7.05923432359273
"252170_at",5.34097458413012,5.29478477736268
"252171_at",9.10996133355361,9.16517766528621
"252172_at",5.75657015837075,5.98088127737776
"252173_at",7.12540989835091,7.20754948281616
"252174_at",7.84009827467442,7.97065027774398
"252175_at",6.88084393826185,8.20734858993273
"252176_at",4.66361128289246,4.67089854826183
"252177_at",5.24628014033703,5.30218765648071
"252178_at",6.75993525382108,5.43645848943283
"252179_at",7.00223050298099,6.46984486822447
"252180_at",8.25160046732885,8.33615265097815
"252181_at",10.0403959894897,8.56152193255557
"252182_at",8.6997926254664,9.05127270358793
"252183_at",6.24957396226684,5.15408630753611
"252184_at",5.28558205955297,5.38118989839525
"252185_at",7.98341675820889,8.43400913000766
"252186_at",8.06265222869824,7.66205855633595
"252187_at",5.56321982697924,6.02669768241611
"252188_at",7.3883211551259,6.88928901820729
"252189_at",6.06252599876214,6.78005915563278
"252190_at",4.12728676726854,4.08630482110045
"252191_at",4.25933783956801,4.26678859441997
"252192_at",9.46724427826724,10.3228294988115
"252193_at",7.66828166798093,8.18477829746339
"252194_at",6.20888359532005,6.44927886507083
"252195_at",4.20856801459666,4.53933744491777
"252196_at",4.88486711740251,4.74775492082002
"252197_at",4.67141031816981,4.86111318506902
"252198_x_at",6.25848443143706,6.04100702531426
"252199_at",6.08151633898421,5.16310082135075
"252200_at",7.67735221847703,5.46945013048696
"252201_at",4.14420873624529,4.10719934958507
"252202_at",4.79029002295037,5.7399408642116
"252203_at",4.07974251777904,4.1968993671465
"252204_at",7.84167621891443,6.49951459765105
"252205_at",8.8766100775388,7.7703720813399
"252206_at",9.32606232358073,9.2212097043313
"252207_at",8.6681087121642,8.80087265263313
"252208_at",7.45853602440982,7.87583544701732
"252209_at",5.72295301878123,7.01930346683166
"252210_at",7.19567554778775,8.26699579236205
"252211_at",5.38668752753148,6.52097524857111
"252212_at",5.06020252969508,5.01123735760235
"252213_at",9.46930651669073,8.9303577175348
"252214_at",7.17057830942435,8.54205989966284
"252215_at",5.47975828055693,6.08043953243182
"252216_at",4.17537190950424,4.16745426422848
"252217_at",3.97114323511826,4.09082412086831
"252218_at",4.29825375972884,4.33199552702849
"252219_at",4.27615210032526,4.33028748888386
"252220_at",7.16982298455466,8.61884156833889
"252221_at",4.50549451816278,4.50302065790264
"252222_at",6.91984883075972,6.97387538297732
"252223_at",5.99772181024998,5.84420211707102
"252224_at",5.70111209120485,5.87455450143435
"252225_at",9.24334175181477,8.85265972154153
"252226_at",8.12097540812773,7.35215919881667
"252227_at",5.10278670602947,5.12007127809357
"252228_at",6.07714624716577,6.32904828429257
"252229_at",4.87767035410459,4.90314847620712
"252230_at",6.23195077699079,6.86921427376114
"252231_at",9.62079093583063,9.88706763546277
"252232_at",5.12609899673495,4.55752488857329
"252233_at",5.59762173463627,6.38045723217022
"252234_at",9.01327357557103,9.12732428330914
"252235_at",11.450155729776,12.4475874028678
"252236_at",5.57979148830491,5.62508904850454
"252237_at",5.54255449889994,5.64775974166266
"252238_at",4.38987127684061,4.90514414791105
"252239_at",8.64100905192221,8.80091516764304
"252240_at",4.73243451745831,4.96521346266862
"252241_at",6.63193716685724,6.87611441716066
"252242_at",7.38855052643164,7.15245088970039
"252243_at",3.93864719624456,3.92536682534639
"252244_at",3.82575755477563,3.78055371482211
"252245_at",4.95024545442011,4.99888348232858
"252246_at",6.09131096519586,6.60896874090915
"252247_at",5.61378551813278,5.43971659645352
"252248_at",7.59303860422601,7.88337025905457
"252249_at",6.35431675308953,6.53987675965328
"252250_at",8.2286547045862,8.56534513684091
"252251_at",4.48114182141139,4.45342197350594
"252252_at",6.92926829307073,7.2491061608808
"252253_at",5.10535180550477,4.98339477044315
"252254_at",6.2323359933526,6.73987538441623
"252255_at",8.49826443024716,7.01741055536966
"252256_at",8.09700184333719,8.01748577277516
"252257_at",5.70493287918849,5.72316755694024
"252258_at",4.07841210789081,4.07304675864393
"252259_at",4.21525577582972,4.13742935990604
"252260_at",6.42666292680809,6.45117645159195
"252261_at",8.08870629740874,7.90426648554253
"252262_at",4.11721326732778,4.04097865696679
"252263_at",4.19365147501164,4.23027116098506
"252264_at",8.46273946024517,8.82068845482026
"252265_at",4.60487864743109,7.79315637933141
"252266_at",4.61727193336435,4.5005356531297
"252267_at",6.52279773932243,6.8364678848517
"252268_at",5.30645018666363,5.50467701661957
"252269_at",4.07982656944487,3.99922834519757
"252270_at",9.05079419894404,8.50380372592655
"252271_s_at",8.65094086206848,8.47417695973487
"252272_at",6.41297393033745,8.07923949915368
"252273_at",7.41015924919975,7.17356386786401
"252274_at",9.08161749996314,8.0447611836071
"252275_at",6.4253208860422,6.32654049158632
"252276_at",8.57410135064749,8.948780966307
"252277_at",8.69733538088225,8.59426744861714
"252278_at",7.33257149826278,7.514979446548
"252279_at",5.58877902782395,5.71186570328363
"252280_at",5.20707812110145,4.94924430781422
"252281_at",6.60824857414745,6.11661166499028
"252282_at",8.46807381294091,7.20211729195089
"252283_at",4.90273035008169,4.95955678607911
"252284_at",4.77184305791487,4.69640002765466
"252285_at",6.4696629682092,6.47684569217639
"252286_at",6.16159806773742,6.88202000187842
"252287_at",7.6185939960046,8.07742131396941
"252288_at",6.69341333783799,6.83174682058062
"252289_at",6.02123533804277,6.33986851920256
"252290_at",7.34329144466932,7.21090835044176
"252291_s_at",11.7135987731702,12.8565175721791
"252292_at",7.32699259780486,7.14366175342947
"252293_at",10.3732516285011,10.51959659155
"252294_at",10.8753944742414,11.7674167567179
"252295_at",7.60825454544916,7.83954552807125
"252296_at",4.88629886569688,4.59244254738682
"252297_at",9.23589860034105,10.5125291616622
"252298_at",7.04902229372176,7.35969956004951
"252299_at",5.52176302599733,5.61605082090035
"252300_at",5.74837507210943,5.07069979185529
"252301_at",4.72023780300376,4.7876569299723
"252302_at",5.91115440834925,5.9519753608788
"252303_at",7.50708444205594,7.42784695582327
"252304_at",4.58905833003382,4.33459222453426
"252305_at",5.81496967434455,5.69956992292799
"252306_at",3.84159749826964,3.8078509480014
"252307_at",5.03107071161313,5.13886723911386
"252308_at",9.02876929747736,8.71239031484939
"252309_at",4.49392599058871,4.237130738108
"252310_at",7.72638430103713,8.45561770187713
"252311_at",5.54944700280391,5.65866666742392
"252312_at",5.12912510123193,5.41414085879882
"252313_at",7.72349464778716,8.6739933334742
"252314_at",5.73956852867566,5.7966632341287
"252315_at",9.79106824728201,9.43202414620559
"252316_at",4.91607989744113,5.13787195642772
"252317_at",4.39009535477611,4.03382659271916
"252318_at",8.59199933328375,7.53418788385358
"252319_at",5.58305529163809,5.62583516264053
"252320_at",5.26307388369453,7.09067604790626
"252321_at",6.07523844416364,8.1205536657809
"252322_at",4.58169081108994,4.53885477668228
"252323_at",9.57920954115196,10.3510454397501
"252324_at",7.95596760163119,8.51889012683331
"252325_at",10.235415357149,10.1421128622212
"252326_at",9.39905132672909,9.77057790460974
"252327_at",10.4859986222209,6.32086383837247
"252328_at",9.01647190904787,9.59729755440901
"252329_at",8.62840446642025,8.68959448365422
"252330_at",5.62430664786819,6.05954438968111
"252331_s_at",6.49470206493207,6.08572542430642
"252332_at",5.06629680968613,5.29585402667473
"252333_at",5.29172817589481,5.19949509308997
"252334_at",6.60392150929869,7.95600610806775
"252335_at",9.23885246729636,9.61259463725613
"252336_at",8.09421126219399,7.66439911007826
"252337_at",10.3003308940314,10.3530361693107
"252338_at",9.7045362087234,9.91332430428647
"252339_at",4.6934546309008,5.04439487819376
"252340_at",5.16958527833926,5.22415662783468
"252341_at",4.66880069146131,4.39640226008171
"252342_at",5.65897591037294,5.60414436338993
"252343_at",8.32548123444386,8.03300188822548
"252344_s_at",6.8980377335648,6.55822941508997
"252345_at",5.01776435117084,4.12757302184825
"252346_at",4.10798637293211,4.09864450805676
"252347_at",3.73361579764481,3.66353415702802
"252348_at",12.1399770065399,12.2892023834978
"252349_at",6.87400897736159,7.67421623212841
"252350_at",7.42917579272808,7.8978270747048
"252351_at",6.05601226506303,7.0850046372947
"252352_at",8.12669685403299,6.82605119797494
"252353_at",8.81125745415873,6.28717357287302
"252354_at",10.1049155377171,10.498098721608
"252355_at",6.39678600503997,6.05832327633747
"252356_at",3.98855447417009,3.95263326787821
"252357_at",7.94295335535458,8.00695334034777
"252358_at",5.79953230668426,5.68418471245124
"252359_at",7.54751346934339,8.6402202828332
"252360_at",5.7855573509913,5.8302994494176
"252361_at",4.48477880781426,5.00191092013248
"252362_at",6.49365936011755,5.37719363255886
"252363_at",5.99138623002425,4.95197118068158
"252364_at",5.09430322202357,8.78231081234381
"252365_at",4.97454963229126,4.97136488655078
"252366_at",7.93889617682753,4.96212747860476
"252367_at",5.99909289085953,7.27940260866154
"252368_at",6.08408323180359,5.81900721194625
"252369_at",5.25771830552389,5.44766310204374
"252370_at",4.89899841676438,5.0559507236128
"252371_at",9.339390060443,8.79581602696566
"252372_at",11.5732403093794,11.2021786453624
"252373_at",7.6629586393267,8.80339872276723
"252374_at",7.67427311217401,9.25311970127522
"252375_at",6.99427693355498,7.24792380692667
"252376_at",7.82946281536074,8.07967373315012
"252377_at",10.1839465028593,7.84196403146153
"252378_at",5.89247765113765,5.63237574733169
"252379_at",9.05439128915557,8.93607491610214
"252380_at",4.24481676568392,4.17870822400616
"252381_s_at",3.83509053758386,3.85315598264602
"252382_at",4.57009807752948,4.73222622229335
"252383_at",6.56341445083148,5.92700807548942
"252384_at",4.3538827058519,4.38620578943203
"252385_at",10.041268781221,10.1116140919704
"252386_at",5.27007623687953,5.30097255988511
"252387_at",7.07473345006336,8.21517790820953
"252388_at",6.62067824122762,7.01405513141542
"252389_at",9.11938097307998,8.94744056366015
"252390_at",8.97231630937728,8.86145871910388
"252391_at",8.34983981015145,7.94345654563531
"252392_s_at",7.78221273834895,7.58284822594542
"252393_at",5.05684192696177,4.86910998472099
"252394_at",6.91843270788701,7.07903851532869
"252395_at",7.02479527271967,7.83796693868627
"252396_at",4.44095900580734,4.4690850076282
"252397_at",5.61183956821724,5.26141390958655
"252398_at",8.2023233874026,8.51332514091091
"252399_at",4.21358121508374,4.23142121765986
"252400_at",8.09784962929707,8.03179246511307
"252401_at",6.594607903305,6.64508300880586
"252402_s_at",10.010577047106,10.0151627060148
"252403_at",4.0014799885801,4.08243202770991
"252404_at",7.74795847026957,8.02636575528473
"252405_at",6.17191170373665,6.07895154879021
"252406_at",7.86715915122135,8.13578432192762
"252407_at",8.90630283462438,9.52670442213648
"252408_at",7.24600934792182,6.07674429046033
"252409_at",10.1876413742695,8.214126293819
"252410_at",6.75563109974237,5.76333353146812
"252411_at",7.63747887671681,5.16965037016928
"252412_at",5.07067331315002,4.23646777049633
"252413_at",10.0602185822443,10.8978193771577
"252414_at",9.77950609332169,8.63985351813526
"252415_at",8.5056806622478,9.33200215212132
"252416_at",6.09053649697866,6.93307871682402
"252417_at",4.59923454934638,6.05159197847538
"252418_at",6.74243040920389,6.72460022023328
"252419_at",8.66164246207596,9.13079708932405
"252420_at",5.48943511840894,5.45144036689608
"252421_at",7.9053781219969,9.89338094911568
"252422_at",8.84307328188682,9.35438805930872
"252423_at",7.81483371769297,7.91666302412619
"252424_at",6.9472539593465,7.48317298643457
"252425_at",9.70315664503796,8.8305602557569
"252426_at",7.31083691068189,7.40070503250061
"252427_at",8.19415042513571,7.89911622382955
"252428_at",5.66171192100591,5.60598318490536
"252429_at",9.49239424653486,9.23154931832916
"252430_at",12.3624136127327,11.9188576831129
"252431_at",6.59658698070624,6.67182714984492
"252432_at",3.73854708149154,3.68242237280911
"252433_at",6.58483935147516,6.20436111035788
"252434_s_at",8.14206453671988,8.08637092707461
"252435_at",3.68812976397521,3.67386924699805
"252436_x_at",5.24352396053712,5.07892048801735
"252437_at",7.69988952086159,7.63614015269392
"252438_at",6.42333753192908,6.31982841718117
"252439_at",5.78420487280258,6.68531242641165
"252440_at",5.18126753395943,4.93074139754345
"252441_at",8.72446851632116,6.44325275310358
"252442_at",4.9162019905908,6.43555941417048
"252443_at",7.87509826568029,8.3840375702299
"252444_at",7.23593861432517,7.08699450736166
"252445_at",8.84695245838765,9.0290762753171
"252446_at",5.13732510442443,5.57838884961919
"252447_at",5.26859124025648,5.27685348387629
"252448_at",4.50852882108084,4.82756628795654
"252449_at",7.80856712235287,7.59998450342418
"252450_s_at",6.56807946904268,5.81344912254897
"252451_at",5.04066656593654,4.9561538575086
"252452_at",5.29575492303236,5.12853797346503
"252453_at",6.41694449872246,6.56710930206996
"252454_at",4.37320435106873,4.37485894679088
"252455_at",5.13174718310915,5.09967741677271
"252456_at",5.91400796432827,5.81813804832171
"252457_at",5.63199638749014,6.92121967124556
"252458_at",6.10256339166491,6.04384496038016
"252459_s_at",5.05101606945105,4.54497122816398
"252460_at",3.9485125370628,4.00810636767316
"252461_at",3.96819068933282,3.86327729482746
"252462_at",4.2519013971257,4.31752762323327
"252463_at",9.65545141441398,5.49154824213417
"252464_at",10.7340256637133,10.0720307678649
"252465_x_at",5.94609157138973,5.5805160932185
"252466_x_at",5.15555601909159,4.9503918633619
"252467_at",8.16461644631275,7.66291126856891
"252468_at",10.5388568345207,8.94388649406322
"252469_at",6.96820589539792,6.30969937348764
"252470_at",6.6263182780853,5.88462283124708
"252471_at",8.36828573244387,8.25647197142488
"252472_at",8.25664374889148,7.84882626005588
"252473_s_at",6.90241082228412,5.68855433090062
"252474_at",8.16725955117022,8.39847717424487
"252475_s_at",6.87821472984136,7.34845099569572
"252476_at",4.85842185370659,4.94449243828041
"252477_at",4.6578180773408,4.60042006846098
"252478_at",7.84046523762543,8.1350217683847
"252479_at",9.25116787534179,9.67727845633076
"252480_at",7.38251491938493,7.74676203164253
"252481_at",8.72393639590955,8.19386036829643
"252482_at",3.98847643326112,4.00913991338499
"252483_at",7.3671282543202,8.33235671296709
"252484_at",4.34372272884737,5.06871023536438
"252485_at",5.21814759386359,4.47215226180652
"252486_at",9.18806390031346,9.70579939980552
"252487_at",4.00201825172766,3.97489157604058
"252488_at",4.60048403808383,4.62928219734279
"252489_at",4.97791893600312,4.82319879677773
"252490_at",3.95282793249862,3.93301706291176
"252491_at",4.17993327225302,4.05324677295547
"252492_at",8.39817690930618,8.54287862772491
"252493_at",4.24730864797278,4.37333682277026
"252494_at",4.99263201303483,4.91739740821206
"252495_at",4.35680936122725,4.32003402295755
"252496_at",6.4650427691209,6.21868139674555
"252497_at",5.55602689688681,5.49863002494351
"252498_at",5.313752964978,5.1974956729667
"252499_s_at",4.18272979152202,4.12913158493856
"252500_at",4.37010724309468,4.28096049243646
"252501_at",4.95378008522297,4.80700838209538
"252502_at",6.41913180192001,5.47928490109144
"252503_at",5.03616127312638,4.96943978447133
"252504_at",8.71040879254709,8.58280900849738
"252505_at",4.23399495514179,4.25842526704538
"252506_at",6.33987201291652,6.55470878572375
"252507_at",6.72780968956156,7.12478940019505
"252508_at",7.38560471079119,7.85266681925026
"252509_at",5.58524783978036,5.63400591473686
"252510_at",4.65350129022485,4.72239597827875
"252511_at",4.1231841958288,4.26769170464402
"252512_at",7.26171503775257,7.44471342451835
"252513_at",8.29687522009418,8.64817700610659
"252514_at",8.60357346200728,8.55155945829502
"252515_at",10.5911019431906,6.3115876538739
"252516_at",8.62379148353258,8.33812576080818
"252517_at",5.34543729403654,5.23233102394372
"252518_at",4.35298973942442,4.37686176051562
"252519_at",6.21963526667402,6.17663222530426
"252520_at",4.62333743359035,4.35969343958674
"252521_at",4.41127116171339,4.47828097759565
"252522_at",3.74036840058158,3.73911191103286
"252523_at",4.29056215062332,4.23838670935558
"252524_at",8.58105532272424,9.32391226412794
"252525_at",8.4562870633517,7.91608750166707
"252526_at",5.58696925739567,5.24860176195847
"252527_at",8.8618001619637,9.50947664126934
"252528_at",8.80711038716121,8.81074404776844
"252529_at",5.51099753555504,5.45279191300449
"252530_at",4.3793256502391,4.27171180363049
"252531_at",4.68611924632524,4.65932380888083
"252532_at",4.77357962147,4.60128484284492
"252533_at",6.229792803535,6.61927233194264
"252534_at",8.50841350373147,4.41994807724085
"252535_at",5.40758121753152,5.30116262908616
"252536_at",6.42266403387463,6.38390651872041
"252537_at",4.57652867747951,4.76105382379531
"252538_at",5.99735583437482,5.87454020987411
"252539_at",4.39660122758105,4.43689862168748
"252540_at",7.26980996134898,7.26097347278311
"252541_at",7.21970671557502,7.30782483333147
"252542_at",9.06815154752844,8.87659949377123
"252543_at",9.20818178430713,5.05217447682572
"252544_at",4.67641698712869,4.7329895081654
"252545_at",5.25754036398925,5.38267447879288
"252546_at",8.14557545361587,8.14002555876721
"252547_at",6.9170430435322,6.78231945588782
"252548_at",6.39283020947511,7.34089993954902
"252549_at",6.30957423975849,5.748940328353
"252550_at",5.73226590169259,5.78537305829132
"252551_at",5.66939557760593,5.75187891339641
"252552_at",7.03977335388208,7.0302254979836
"252553_at",5.84357484701859,5.85015541396386
"252554_s_at",3.79524222347461,3.84652773904533
"252555_at",4.42665753147677,4.38493604218732
"252556_at",5.55034824864971,5.65754167242024
"252557_at",5.15476226028639,5.37561868590515
"252558_at",4.89932038505125,4.8928544828854
"252559_at",4.41205274683584,3.99501429475487
"252560_at",4.01292160734071,4.16286631211987
"252561_at",9.59701777116082,10.5733166721299
"252562_s_at",4.01952371693302,4.84105259833695
"252563_at",9.55545355116564,8.08901459907663
"252564_at",10.5399723817998,10.2024011521466
"252565_at",10.2108832869836,9.81069068486006
"252566_at",9.79293100632184,10.8976119560209
"252567_at",4.57913765863239,4.73597631721174
"252568_at",4.09426519250567,3.98551678563135
"252569_at",4.86133930615274,4.8491873650508
"252570_at",8.2594821251996,9.26690459801905
"252571_at",4.48014438411404,4.44446993378013
"252572_at",7.27881399706224,6.1250887853238
"252573_at",5.71910807663318,4.87864567193614
"252574_at",5.98009052972485,6.08462531002277
"252575_at",5.99108106377223,6.07047958235083
"252576_s_at",5.18906400157818,5.2518819862121
"252577_at",5.97082182517753,5.92510658577258
"252578_at",3.88755305100929,3.8755533590634
"252579_at",4.59150449687382,4.67014360826607
"252580_at",4.47565971315162,4.45315883204646
"252581_at",4.57141072745981,4.42483889754273
"252582_at",5.54272461113071,5.6372086358599
"252583_at",4.49122128176927,4.40000208628045
"252584_at",4.06047908968136,4.05586854029468
"252585_s_at",3.81255616817793,3.82354443183607
"252586_at",5.00742704277953,6.91350054468493
"252587_at",9.0289397872566,9.52101466070983
"252588_at",7.82468976877847,7.66766956273878
"252589_s_at",5.72366695708497,6.17941273791547
"252590_at",5.07600607039868,4.94424727530995
"252591_at",10.1076723809205,8.93505202558849
"252592_at",10.4083693233625,9.96982406553134
"252593_at",7.31986491532628,8.09722613815198
"252594_at",6.25528892727793,6.41365087072424
"252595_at",5.05544845664313,5.0150000616205
"252596_at",4.33433141077801,4.33990051615065
"252597_at",3.41866666217327,3.49884344853962
"252598_at",3.55524326397505,3.58943945586565
"252599_at",4.9647214886788,4.93333221265356
"252600_at",5.01403413540244,4.60126007469336
"252601_s_at",11.0283219436241,11.8418012019775
"252602_at",8.76182471444011,8.84940659181163
"252603_at",7.93472969476642,7.16071330139945
"252604_at",6.23012235269008,9.78300946715326
"252605_s_at",3.74581533373618,5.3011841701919
"252606_at",10.2720128945231,9.82683796864579
"252607_at",5.78059672731059,5.61919790136611
"252608_at",5.52807129370417,6.14662957593868
"252609_at",4.69728052233073,4.55453303754461
"252610_x_at",4.72028858982078,4.69852075723278
"252611_at",7.70543762290075,6.87287228105547
"252612_at",10.1710651899706,9.96579160249037
"252613_at",8.55689214837996,8.33441819347355
"252614_at",4.93962286454641,4.90706424473966
"252615_at",7.50426777778003,7.91348923190446
"252616_at",7.19359715131076,6.51152235254016
"252617_at",7.38670521139921,7.9273667460752
"252618_at",8.04100743771684,5.54662708492368
"252619_at",8.09908553874613,7.92486918791242
"252620_at",3.76968382671222,3.71707622089116
"252621_at",3.76529110248767,3.89303650471026
"252622_at",8.45807477056609,6.94184910116045
"252623_at",4.73368439515998,4.79161506928839
"252624_at",6.22214787733707,6.24830556041325
"252625_at",8.38726674102466,9.26458779568679
"252626_at",6.1556306307144,6.64740689971883
"252627_at",5.19842317803743,4.96253980144155
"252628_at",3.764906793176,3.92185611580456
"252629_at",5.02132665376599,5.06254361921346
"252630_at",4.72871122823213,4.54231277030975
"252631_s_at",4.78765575940651,4.57394801475151
"252632_s_at",7.34082460842555,7.27346144685383
"252633_x_at",7.47365933063706,7.77778535415497
"252634_x_at",6.9108658656233,6.54338731486262
"252635_at",4.92556146125558,4.43803111090588
"252636_at",5.01552277718329,4.656253698891
"252637_at",7.78079947079109,8.01043753279899
"252638_at",4.3595136571258,6.63381913742416
"252639_at",4.79717038295249,6.65710547303979
"252640_at",5.03110436058916,6.11995228600008
"252641_at",4.3336388549884,4.39533412035757
"252642_at",4.08647303649273,3.9989588032064
"252643_at",9.0284221412997,9.36045504278655
"252644_at",6.92388198764152,7.15399016258008
"252645_at",4.26124455985528,4.27174532650127
"252646_at",5.4480757637347,5.31103714132693
"252647_at",7.32486144351693,6.25319238377155
"252648_at",4.69624267705533,4.48197447716911
"252649_at",5.73491507818171,5.88995773514034
"252650_at",4.25005697695019,4.31018963659492
"252651_at",5.018441590144,4.93498917488403
"252652_at",7.93598475936002,9.10960040752322
"252653_at",5.09787195856202,5.69818996980071
"252654_at",6.53284552740548,6.70204001902124
"252655_at",5.15127599456688,5.17786046141137
"252656_at",5.56202289912416,5.629159698326
"252657_at",5.03361429657835,5.0820710099502
"252658_at",4.7037835386696,4.69815967591891
"252659_at",8.24781001563474,8.19569690517497
"252660_at",4.17813012677389,4.1688616002087
"252661_at",6.87846402185645,5.52238484215499
"252662_at",8.86124781793366,9.02380376578089
"252663_at",6.16164491208453,6.05550647000179
"252664_at",4.05387555348881,4.06555795900762
"252665_at",6.45783530559266,6.05794355366429
"252666_at",5.93745749354903,5.71684765579705
"252667_at",7.81578850387377,8.01605386350235
"252668_at",3.99457742161651,4.01625636144202
"252669_at",10.4217091352904,10.3397483076968
"252670_at",12.0614132637627,11.9060485100935
"252671_at",7.76029366582125,7.92068010546762
"252672_at",5.04189426921806,5.07921523456449
"252673_at",4.28603428383652,4.23776273193792
"252674_at",5.04062819388431,4.92081854437428
"252675_at",5.26498746338147,5.30983870912746
"252676_at",8.27527118145741,8.08473120579296
"252677_at",6.69372142893703,7.97688965826134
"252678_s_at",12.4269730266092,12.5287969556941
"252679_at",7.65923135716344,6.50470019623559
"252680_at",8.39547273302659,9.60414351203942
"252681_at",4.4696960978882,4.409360077356
"252682_at",5.55637712687563,5.59702902141166
"252683_at",7.82685421841536,7.15172383816376
"252684_at",3.83646802847915,3.79472342553463
"252685_at",6.16379400873691,6.1013384609499
"252686_at",4.41973590136633,4.31317117245252
"252687_at",4.49772153874968,4.56485800472233
"252688_at",6.64337714851625,5.28922761379437
"252689_at",4.51227709097733,4.45330123824538
"252690_at",5.7050568139092,5.69637710320706
"252691_at",3.7277122672492,4.44161958538808
"252692_at",5.05654726823948,5.07945154351564
"252693_s_at",11.6855462398461,12.1117308514198
"252694_at",5.655860598874,5.52467246340962
"252695_s_at",4.31683519809547,4.35221582309884
"252696_at",3.72628993277445,3.78432956303576
"252697_at",5.37083628328146,5.3418811582098
"252698_at",7.34490827701732,6.95700422106144
"252699_at",5.65125242063395,5.69976225615492
"252700_at",5.08289163926159,5.0260364477845
"252701_at",6.90648206133831,7.01108316934691
"252702_at",3.8698589892429,3.95945109314374
"252703_at",4.71024474774133,4.75902568899986
"252704_at",4.21602215087652,4.10832831305824
"252705_at",4.73258084529558,4.66399048142469
"252706_at",3.87523855655625,3.91490659790786
"252707_at",7.60572346019514,6.36263590790882
"252708_at",4.66524917058554,4.61647700804504
"252709_at",4.78343619883258,4.78013369917643
"252710_at",5.0338214769596,5.09141539880573
"252711_at",7.69798218652792,6.02470909099155
"252712_at",7.89010075695581,7.91942047818283
"252713_at",8.34524421566677,9.27297587589381
"252714_x_at",3.84306675347443,3.83329065925666
"252715_x_at",6.13946541168322,6.26516214259882
"252716_at",6.55678341602553,6.93292150911325
"252717_at",8.51679845669298,5.27298719545126
"252718_at",5.12875357542132,5.26662898925327
"252719_at",4.39514624498915,4.51948928066867
"252720_at",4.32409084415935,4.29394840339667
"252721_at",4.63424570320309,4.55588721639325
"252722_at",4.37749555540116,4.33435931198361
"252723_at",10.0076028549949,10.0239278340965
"252724_at",8.26364076317328,7.83755700718811
"252725_at",4.13505364816568,4.20554849611541
"252726_at",4.75089875013326,4.6136759603444
"252727_s_at",4.05524905066485,3.80174411898929
"252728_at",4.41746400083014,4.44878842629682
"252729_at",3.57266162925074,3.61215566513206
"252730_at",5.23081433174391,5.18705648048848
"252731_at",4.25644800394122,4.38341865261207
"252732_at",4.88939807689826,4.96612795520699
"252733_at",4.15966425377623,4.06781273473834
"252734_at",4.91126641853843,4.81063764828278
"252735_at",5.80160875975925,5.88149616387337
"252736_at",4.54973499766903,4.8930909988087
"252737_at",7.9322793721226,8.14069474420625
"252738_at",8.26836893291618,8.37527008972109
"252739_at",4.08422002851719,4.59400208883885
"252740_at",6.85579146451917,8.07899353962402
"252741_at",4.98373146992857,5.00550528009402
"252742_at",6.03670969498733,5.93006922730421
"252743_at",8.89651877645185,9.38138917077321
"252744_at",4.13208657215623,4.18562043838978
"252745_at",9.01850839683661,9.12169155431276
"252746_at",7.06039534186608,11.9848601646802
"252747_at",6.63157889744757,6.6665489097806
"252748_at",3.80095903438435,3.71307665519184
"252749_at",4.45444847353691,4.58531579418424
"252750_at",4.20168837992801,4.2229152429861
